,Unnamed: 0,composition,mp-id,target,space_group
4150,4150,LiAl2Rh,,0.0,
4151,4151,LiAl2Tc,,0.0,
4153,4153,LiAlB4,,0.0,
4156,4156,LiB3,mp-1222413.cif,2.0,127.0
4157,4157,LiB9PbO15,,4.75,161.0
4158,4158,LiBePt2,,0.0,
4159,4159,LiBi2(PO4)3,,0.0,
4161,4161,LiCa2Ga,,0.0,
4162,4162,LiCa2Ge3,mp-504670.cif,0.0,58.0
4163,4163,LiCa2In,,0.0,
4164,4164,LiCa2Mg,,0.0,
4165,4165,LiCaO3,,0.0,
4166,4166,LiCd2Rh,,0.0,
4167,4167,LiCo(CO3)2,,0.0,
4171,4171,LiCu2(CO3)2,,0.0,
4172,4172,LiCu2Ge,mp-567097.cif,0.0,225.0
4175,4175,LiCuO2,mp-9158.cif,0.0,12.0
4176,4176,LiCuPO4,,0.0,
4177,4177,LiEr2Ga,,0.0,
4178,4178,LiErAu2,,0.0,
4179,4179,LiFe2(PO4)3,,0.0,
4181,4181,LiGa(GeSe3)2,,2.64,43.0
4182,4182,LiGaAg2,mp-865963.cif,0.0,225.0
4183,4183,LiGaAu2,,0.0,
4185,4185,LiGaPt2,,0.0,
4186,4186,LiGeRh2,mp-13322.cif,0.0,225.0
4187,4187,LiH3(SeO3)2,mp-696288.cif,4.9,7.0
4188,4188,LiHf2Ir,,0.0,
4191,4191,LiHoAu2,,0.0,
4195,4195,LiInSn,mp-1222280.cif,0.0,216.0
4196,4196,LiLa2IrO6,,0.0,62.0
4197,4197,LiLu2Ga,,0.0,
4199,4199,LiLu2Ru,,0.0,
4204,4204,LiMn2(PO4)2,,0.0,
4205,4205,LiMn4O8,,0.0,166.0
4208,4208,LiMnCuO4,,0.0,
4209,4209,LiMnO2,mp-754881.cif,0.0,59.0
4211,4211,LiMnSiO4,,0.0,
4212,4212,LiMo3O8,,0.0,
4213,4213,LiMoIO6,mp-558917.cif,2.8,4.0
4215,4215,LiNi2(PO4)3,,0.0,
4216,4216,LiNiP2O7,,0.0,
4217,4217,LiPm2Al,,0.0,
4219,4219,LiPm2Ir,,0.0,
4228,4228,LiSn4Ir,mp-21894.cif,0.0,140.0
4230,4230,LiTa3(BiO3)4,,3.5,
4232,4232,LiThAu2,,0.0,
4233,4233,LiTi11O20,,0.0,
4234,4234,LiTi3O6,,0.0,
4236,4236,LiTlPd2,mp-12716.cif,0.0,139.0
4237,4237,LiTm2Rh,,0.0,
4238,4238,LiTm2Ru,,0.0,
4240,4240,LiV3O4,,0.0,
4241,4241,LiY(CuP)2,mp-1018791.cif,0.0,164.0
4242,4242,LiY2Ru,,0.0,
4243,4243,LiYbF4,mp-12264.cif,0.0,88.0
4244,4244,LiYbPb,mp-21242.cif,0.0,187.0
4245,4245,LiZn(Fe5O8)2,,0.0,
4247,4247,LiZr2Os,,0.0,
4248,4248,LiZrRh2,,0.0,
4249,4249,Lu(InS2)3,,1.27,55.0
4250,4250,Lu(SiOs)2,mp-12101.cif,0.0,139.0
4251,4251,Lu2AgAu,,0.0,
4252,4252,Lu2Al3Co,,0.0,
4255,4255,Lu2CdIn,,0.0,
4259,4259,Lu2MgHg,,0.0,
4261,4261,Lu2Mo2C3,mp-973756.cif,0.0,12.0
4267,4267,Lu3InN,mp-11733.cif,0.0,221.0
4270,4270,Lu5(Si5Ir2)2,mp-542170.cif,0.0,127.0
4271,4271,Lu5Si3B,mp-13234.cif,0.0,193.0
4274,4274,LuAg2,mp-1018131.cif,0.0,139.0
4275,4275,LuAl2Pd5,mp-1025564.cif,0.0,139.0
4276,4276,LuAlAg2,,0.0,
4277,4277,LuAu,mp-11249.cif,0.0,221.0
4279,4279,LuC2,mp-8371.cif,0.0,139.0
4281,4281,LuCdAg2,,0.0,
4282,4282,LuGaRh2,,0.0,
4283,4283,LuGe2,mp-973906.cif,0.0,63.0
4284,4284,LuHfRu2,,0.0,
4285,4285,LuIr,mp-1529.cif,0.0,221.0
4288,4288,LuNiBC,mp-6188.cif,0.0,129.0
4290,4290,LuScRh2,,0.0,
4292,4292,LuScZn2,,0.0,
4294,4294,LuSiIr,,0.0,
4295,4295,LuU2S3O2,,0.0,
4296,4296,LuUO3,,0.0,
4297,4297,Mg(As2Rh3)2,,0.0,
4298,4298,Mg(CoS2)2,,0.0,
4300,4300,Mg(FeS2)2,,0.0,
4301,4301,Mg(SnO2)4,,0.0,
4302,4302,Mg(TiS2)4,,0.0,
4303,4303,Mg10B16Ir19,,0.0,
4306,4306,Mg2AgIr,,0.0,
4307,4307,Mg2Co,,0.66,
4308,4308,Mg2CrN2,,0.0,
4309,4309,Mg2Cu,mp-2481.cif,0.0,70.0
4311,4311,Mg2Ga,mp-30650.cif,0.0,190.0
4312,4312,Mg2GeB2Rh5,,0.0,
4313,4313,Mg2MnN2,,0.0,
4314,4314,Mg2PdAu,,0.0,
4315,4315,Mg2RhAu,,0.0,
4320,4320,Mg2Zr14O5,,0.0,
4321,4321,Mg3(B25C4)2,,2.7,12.0
4323,4323,Mg3(Ni10B3)2,mp-10117.cif,0.0,225.0
4324,4324,Mg3(Ni10P3)2,mp-14842.cif,0.0,225.0
4325,4325,Mg32Al36Ag13,,0.0,
4326,4326,Mg3Al9FeSi5,,0.0,
4329,4329,Mg3Ge,,0.0,
4330,4330,Mg3P2,mp-2514.cif,1.4,206.0
4331,4331,Mg3Rh,mp-542429.cif,0.0,185.0
4333,4333,Mg3Tl,,0.0,
4335,4335,Mg5As,,0.0,
4336,4336,Mg5B3O9F,,5.63,
4340,4340,MgAgAs,mp-3477.cif,0.0,216.0
4343,4343,MgCu2GeS4,mp-1189056.cif,2.36,31.0
4344,4344,MgCu2SiS4,mp-1205334.cif,3.2,31.0
4345,4345,MgCuBi,mp-30449.cif,0.0,216.0
4346,4346,MgCuSb,mp-3522.cif,0.0,216.0
4347,4347,MgCuSn,mp-636240.cif,0.0,216.0
4349,4349,MgInAg2,,0.0,
4351,4351,MgMnO3,mp-770618.cif,0.0,148.0
4352,4352,MgMnRh2,,0.0,
4354,4354,MgPb3,,0.0,
4356,4356,MgRh2Pb,,0.0,
4363,4363,MgSnRh2,,0.0,
4367,4367,MgV4O6,,0.0,
4369,4369,Mn(BW)2,,0.0,
4370,4370,Mn(CoO2)4,,0.0,
4371,4371,Mn(PbO2)2,mp-21823.cif,1.5,114.0
4373,4373,Mn(SbSe2)2,mp-1210700.cif,0.31,12.0
4374,4374,Mn15Si26,mp-752.cif,0.7,122.0
4377,4377,Mn2CoAs,,0.0,
4378,4378,Mn2CoGe,mp-22289.cif,0.0,216.0
4380,4380,Mn2GaW,,0.0,
4381,4381,Mn2GeS4,,0.0,62.0
4382,4382,Mn2Hg5,mp-30720.cif,0.0,127.0
4383,4383,Mn2Nb,mp-12659.cif,0.0,194.0
4384,4384,Mn2OF3,,0.0,
4385,4385,Mn2P,mp-1849.cif,0.0,189.0
4386,4386,Mn2Tl2O7,,0.0,
4390,4390,Mn3Cr3(CoO8)2,,0.0,
4391,4391,Mn3Cr3(TeO8)2,,0.0,
4393,4393,Mn3NiN,mp-20362.cif,0.0,221.0
4394,4394,Mn3PdN,mp-10198.cif,0.0,221.0
4396,4396,Mn3SbO8,,0.0,
4398,4398,Mn5As4,mp-28832.cif,0.0,36.0
4399,4399,Mn5Ge2,mp-632686.cif,0.0,72.0
4400,4400,Mn5O3F5,,0.0,
4403,4403,MnAlAu2,,0.0,
4404,4404,MnAs,mp-610.cif,0.0,194.0
4405,4405,MnBe2Co,,0.0,
4406,4406,MnCdO2,,0.0,
4408,4408,MnCu2Sn,,0.0,
4409,4409,MnCu3,,0.0,
4410,4410,MnFeAs,mp-505803.cif,0.0,129.0
4411,4411,MnFeCoGe,mp-1018024.cif,0.0,216.0
4412,4412,MnGaNi2,,0.0,
4414,4414,MnGePd,,0.0,
4415,4415,MnGeRh2,,0.0,
4418,4418,MnNbO4,,0.0,
4420,4420,MnNiP,mp-975423.cif,0.0,189.0
4422,4422,MnPSe3,mp-8695.cif,2.5,148.0
4424,4424,MnSbPd,,0.0,
4427,4427,MnSnRu2,,0.0,
4428,4428,MnTcOs,,0.0,
4429,4429,MnTe9,,2.0,
4430,4430,MnTePd,,0.0,
4431,4431,MnV(TeO4)2,,1.9,
4432,4432,Mo2NCl8,,0.0,7.0
4433,4433,Mo3Pd2N,mp-542154.cif,0.0,213.0
4435,4435,Mo5O14,mp-1239172.cif,0.0,127.0
4436,4436,MoSe2,mp-1634.cif,1.6,194.0
4437,4437,Na(GeP)3,mp-1104707.cif,2.06,26.0
4438,4438,Na10(Ga2Sn)3,mp-568580.cif,0.0,136.0
4439,4439,Na11Bi5O16,,0.0,
4440,4440,Na11Ti20O40,,0.0,
4442,4442,Na19Zr11S30,,0.0,
4443,4443,Na2Be4B4O11,mp-1020144.cif,7.3,1.0
4444,4444,Na2Cd(GeSe3)2,,2.37,
4445,4445,Na2Cl,,0.0,
4446,4446,Na2Cr7O14,,0.0,
4448,4448,Na2Hg3(GeS4)2,,2.68,
4451,4451,Na2In4Se6S,,1.92,
4453,4453,Na2LiTa,,0.0,
4454,4454,Na2Mo2Se2O11,,3.1,
4455,4455,Na2Nb4Se4O19,,3.56,
4456,4456,Na2S,644959.cif,2.4,225.0
4457,4457,Na2SO4,mp-4770.cif,0.0,70.0
4458,4458,Na2Si2Hg3S8,,2.86,
4459,4459,Na2Sn2Hg3S8,,2.45,
4460,4460,Na2Te,mp-2784.cif,2.3,225.0
4461,4461,Na2Ti2Sb2O,mp-6328.cif,0.0,139.0
4462,4462,Na2Tl,mp-30795.cif,0.0,20.0
4464,4464,Na2V6O13,,0.0,
4465,4465,Na2VCuF7,,0.0,
4466,4466,Na2Zn(GeSe3)2,,2.36,
4468,4468,Na3(WO3)4,,0.0,204.0
4469,4469,Na3In2Au,,0.0,
4470,4470,Na3Mn2(GeO4)3,,0.0,
4472,4472,Na3Re,,0.0,
4473,4473,Na3Sn2ClF6,,3.88,
4474,4474,Na3Tl,,0.0,
4476,4476,Na3WClO4,,4.99,
4478,4478,Na4Al4Si19,,0.64,223.0
4480,4480,Na4Mg(GeSe3)2,mp-1103730.cif,2.53,5.0
4482,4482,Na5Cu7O13,,0.0,
4483,4483,Na5Fe6(SiO3)12,,0.0,
4486,4486,Na7(CoO3)2,mp-19427.cif,0.5,15.0
4487,4487,Na8(CuO2)5,mp-556538.cif,0.0,8.0
4488,4488,Na8Hg3,mp-541787.cif,0.0,167.0
4490,4490,Na8PO3,,0.0,
4492,4492,NaAsO3,mp-17868.cif,0.0,2.0
4494,4494,NaC,mp-1267.cif,0.0,142.0
4496,4496,NaCdO3,,0.0,
4497,4497,NaCdSb,mp-13459.cif,0.0,62.0
4500,4500,NaEuO2,mp-1101654.cif,0.0,141.0
4502,4502,NaFe2O3,mp-18728.cif,0.0,164.0
4504,4504,NaHg,mp-255.cif,0.0,63.0
4507,4507,NaLu(Pd3O4)2,mp-6533.cif,0.0,200.0
4511,4511,NaSm(PS3)2,mp-561232.cif,2.54,14.0
4514,4514,NaTi5Se8,mp-977244.cif,0.0,12.0
4515,4515,NaTl,mp-1564.cif,0.0,227.0
4516,4516,NaY(Te2O5)2,mp-1195227.cif,3.9,133.0
4518,4518,NaZr2TiF11,mp-15056.cif,0.0,12.0
4519,4519,NaZrCuTe3,mp-505173.cif,0.0,62.0
4520,4520,Nb(Cl2O)2,,0.0,
4522,4522,Nb2(CoO3)3,,0.0,
4523,4523,Nb2AgPS10,,1.78,
4524,4524,Nb2Cr4Si5,mp-29645.cif,0.0,72.0
4525,4525,Nb2Pb2Se4O15,mp-1199265.cif,2.79,15.0
4528,4528,Nb2Tl4S11,,1.8,
4529,4529,Nb3(Fe10B3)2,,0.0,
4530,4530,Nb3B2,mp-20689.cif,0.0,127.0
4531,4531,Nb3Bi,mp-568014.cif,0.0,223.0
4533,4533,Nb3In,mp-22060.cif,0.0,223.0
4534,4534,Nb3IrSe8,,0.0,
4535,4535,Nb3Os,mp-1932.cif,0.0,223.0
4537,4537,Nb3Te,mp-570751.cif,0.0,223.0
4538,4538,Nb3V(PO4)6,,0.0,
4539,4539,Nb3VS6,mp-15958.cif,0.0,182.0
4540,4540,Nb40N21O16,,0.0,
4543,4543,Nb5Ge3,mp-17910.cif,0.0,193.0
4547,4547,NbAg2(PS4)2,mp-554336.cif,2.02,62.0
4548,4548,NbCrN,mp-20133.cif,0.0,129.0
4549,4549,NbCrW,,0.0,
4553,4553,NbHO3,,0.0,
4555,4555,NbOsPb,,0.0,
4556,4556,NbPt2,mp-11514.cif,0.0,71.0
4557,4557,NbRu2Cl,,0.0,
4558,4558,NbSi2,mp-2478.cif,0.0,180.0
4559,4559,NbSiIr,mp-21248.cif,0.0,62.0
4561,4561,Nd(Al4Co)2,,0.0,
4567,4567,Nd(InS2)3,,1.15,18.0
4570,4570,Nd(Re2Si)2,,0.0,
4571,4571,Nd(SiIr)2,mp-567130.cif,0.0,139.0
4575,4575,Nd2CdIn,,0.0,
4576,4576,Nd2Fe14B,mp-5182.cif,0.0,136.0
4577,4577,Nd2Ge5Rh3,mp-1189581.cif,0.0,15.0
4578,4578,Nd2IrPd,,0.0,
4579,4579,Nd2Ni7P4,mp-540986.cif,0.0,31.0
4581,4581,Nd2WC2,mp-569275.cif,0.0,136.0
4582,4582,Nd2ZnGa,,0.0,
4583,4583,Nd3(GeRu)2,,0.0,
4584,4584,Nd3AlC,mp-571330.cif,0.0,221.0
4585,4585,Nd3Ge5,mp-2015.cif,0.0,43.0
4587,4587,Nd3Ni13B2,mp-3071.cif,0.0,191.0
4588,4588,Nd3Te4,mp-2204.cif,1.6,220.0
4589,4589,Nd3Zr,,0.0,
4590,4590,Nd4Ge3Rh4,,0.0,
4591,4591,Nd4Mg3Co2,,0.0,
4592,4592,Nd4MgRu,,0.0,
4595,4595,Nd5Ge4,mp-172.cif,0.0,62.0
4596,4596,NdAgAs2,mp-864793.cif,0.0,62.0
4597,4597,NdAgPb,,0.0,194.0
4603,4603,NdCrGe3,mp-13008.cif,0.0,194.0
4604,4604,NdCu3(RuO3)4,mp-22666.cif,0.0,204.0
4605,4605,NdCuSO,mp-542314.cif,2.98,129.0
4609,4609,NdFeSi2,,0.0,
4610,4610,NdGa2Ni,mp-11396.cif,0.0,65.0
4611,4611,NdGaO3,mp-3196.cif,0.0,62.0
4612,4612,NdIn3,mp-21197.cif,0.0,221.0
4615,4615,NdInCu,,0.0,225.0
4616,4616,NdMg2,mp-2389.cif,0.0,227.0
4617,4617,NdMg2Ni9,mp-568207.cif,0.0,166.0
4622,4622,NdO2,mp-31049.cif,0.0,12.0
4624,4624,NdRh,mp-999335.cif,0.0,63.0
4626,4626,NdSbPd,mp-1018815.cif,0.0,194.0
4629,4629,NdSn2,mp-12701.cif,0.0,65.0
4630,4630,NdSnRh,,0.0,
4632,4632,NdTiGe,mp-22331.cif,0.0,129.0
4633,4633,NdTlAg2,,0.0,
4635,4635,NdZn2Ag,,0.0,
4637,4637,Ni23B6,,0.0,
4639,4639,Ni2Mo3N,mp-1181478.cif,0.0,213.0
4641,4641,Ni2Mo4N,,0.0,
4643,4643,Ni3Ge,mp-21008.cif,0.0,221.0
4644,4644,Ni3Pt,mp-12798.cif,0.0,221.0
4649,4649,Ni7(P2O7)4,,0.0,
4650,4650,NiAgO2,,0.0,
4651,4651,NiAsO3,,0.0,
4652,4652,NiCO4,,0.0,
4654,4654,NiGePt2,,0.0,
4665,4665,PH6NO4,,6.8,
4666,4666,PHPbO3,,3.97,
4667,4667,POsSe,mp-1101841.cif,1.4,14.0
4668,4668,PPdS,,1.38,
4671,4671,PW5O17,,0.0,
4674,4674,Pb3Se2(BrO3)2,,3.73,
4675,4675,Pd16S7,mp-393.cif,0.0,217.0
4676,4676,Pd2N,mp-510087.cif,0.0,58.0
4677,4677,Pd3(PbS)2,mp-21863.cif,0.0,166.0
4678,4678,Pm2CuGe,,0.0,
4685,4685,PmDy3,,0.0,
4686,4686,PmGaAu2,,0.0,
4690,4690,PmMgRh2,,0.0,
4691,4691,PmSbRh2,,0.0,
4693,4693,Pr(BRu)2,,0.0,
4696,4696,Pr(CoGe)2,mp-4810.cif,0.0,139.0
4698,4698,Pr(MnSi)2,mp-5423.cif,0.0,139.0
4703,4703,Pr2Co12P7,mp-978102.cif,0.0,174.0
4704,4704,Pr2Ge2Se7,,1.32,
4705,4705,Pr2GeSe5,,1.8,
4706,4706,Pr2HgPb,,0.0,
4707,4707,Pr2InGe2,mp-20715.cif,0.0,127.0
4708,4708,Pr2InPd2,mp-21870.cif,0.0,127.0
4709,4709,Pr2Ir2O7,mp-558448.cif,0.0,227.0
4713,4713,Pr4MgRu,,0.0,
4716,4716,Pr5In11Ni6,,0.0,
4717,4717,Pr5Si4,mp-542465.cif,0.0,92.0
4718,4718,Pr6Fe13Si,mp-9537.cif,0.0,140.0
4720,4720,Pr9(SbO)5,mp-555896.cif,0.0,85.0
4721,4721,PrAgAs2,mp-4308.cif,0.0,62.0
4722,4722,PrAl3Ni2,,0.0,
4725,4725,PrBPt4,mp-13483.cif,0.0,191.0
4727,4727,PrCo4B,mp-11610.cif,0.0,191.0
4729,4729,PrErIn2,,0.0,
4730,4730,PrErMg2,,0.0,
4734,4734,PrGe5,mp-981551.cif,0.0,71.0
4735,4735,PrIn,mp-20023.cif,0.0,221.0
4737,4737,PrIr2,mp-946.cif,0.0,227.0
4739,4739,PrMgAg2,,0.0,
4741,4741,PrMo3,,0.0,
4742,4742,PrMoO4F,,3.64,
4743,4743,PrNiGe2,mp-975655.cif,0.0,63.0
4744,4744,PrO,,0.55,
4745,4745,PrP,mp-601.cif,0.0,225.0
4746,4746,PrSbPt,,0.0,
4748,4748,PrSmO2,,0.0,
4750,4750,PrTlSe2,,1.18,
4754,4754,Pt3PbC,,0.0,
4755,4755,PtN,,0.0,
4758,4758,Rb28(Mg3In17)3,,0.0,
4760,4760,Rb2Cd(PSe3)2,mp-541897.cif,2.58,14.0
4761,4761,Rb2Cd3(B4O7)4,mp-1200744.cif,4.76,15.0
4762,4762,Rb2CrF6,mp-560562.cif,0.0,225.0
4765,4765,Rb2Hg3(GeS4)2,mp-1209424.cif,2.8,14.0
4766,4766,Rb2Mo3Se3O16,,3.1,
4768,4768,Rb2Na2IrO4,mp-555091.cif,0.0,14.0
4769,4769,Rb2NaNiF6,mp-556353.cif,0.0,225.0
4770,4770,Rb2NaVF6,mp-560671.cif,0.0,225.0
4773,4773,Rb2PS5,,2.3,14.0
4775,4775,Rb2Sn2Hg3S8,,2.48,
4776,4776,Rb2Sn3(SbS5)2,mp-1194540.cif,2.33,14.0
4777,4777,Rb2Tb3AlF16,mp-559737.cif,0.0,194.0
4778,4778,Rb2Ti(AgS2)2,mp-1209316.cif,2.33,132.0
4780,4780,Rb2VAgS4,,1.83,
4781,4781,Rb2VCuS4,,1.85,
4784,4784,Rb3Al3Ge7Se20,,2.4,14.0
4785,4785,Rb3Cd(BO2)5,mp-1200569.cif,2.34,14.0
4789,4789,Rb3Sm,,0.0,
4790,4790,Rb3Tm,,0.0,
4791,4791,Rb3Zn(BO2)5,mp-1020643.cif,2.66,14.0
4793,4793,Rb4CuSi2O7,,0.0,
4795,4795,Rb4Ge(PSe3)4,mp-1195251.cif,2.0,29.0
4797,4797,Rb5(W4O15)2,,0.0,
4798,4798,Rb5(WO3)18,,0.0,
4801,4801,Rb5Tl3O,mp-556433.cif,0.0,63.0
4802,4802,Rb6O,mp-540855.cif,0.0,176.0
4803,4803,Rb7Th2(P2Se7)3,mp-585963.cif,2.07,2.0
4804,4804,RbAgF3,mp-7767.cif,0.0,140.0
4806,4806,RbBa2(PO3)5,,7.6,7.0
4808,4808,RbBr3,,0.0,
4809,4809,RbC8,,0.0,
4812,4812,RbCd13,mp-1040.cif,0.0,226.0
4815,4815,RbCuSnS3,mp-541407.cif,1.44,15.0
4816,4816,RbCuSnSe3,,1.04,
4817,4817,RbEuO2,mp-20277.cif,0.0,166.0
4818,4818,RbF,mp-11718.cif,10.4,225.0
4819,4819,RbF3,,0.0,
4821,4821,RbH2(IO3)3,,4.07,
4822,4822,RbH3(SeO3)2,,4.84,
4824,4824,RbIn4,mp-21477.cif,0.0,139.0
4825,4825,RbIn5S6,,2.5,
4829,4829,RbNa2Sb,,1.0,
4831,4831,RbNbSe2O7,,4.1,
4832,4832,RbPPbO4,,4.35,
4833,4833,RbPdF3,mp-9060.cif,0.0,221.0
4836,4836,RbTa3(TeO6)2,,3.88,
4838,4838,RbTmO3,,0.0,
4839,4839,RbU2SbS8,mp-559405.cif,0.0,8.0
4840,4840,RbUAgS3,,0.0,
4841,4841,RbV(CuS2)2,mp-15998.cif,1.45,40.0
4843,4843,RbWO3,,0.0,
4845,4845,Re2PbO6,mp-558655.cif,0.0,166.0
4846,4846,Re2RuBr,,0.0,
4852,4852,ReBiO3,,0.0,
4853,4853,ReCl4,,0.0,12.0
4856,4856,ReOsRu,,0.0,
4857,4857,RePO5,,0.0,
4858,4858,ReSn3,,0.0,
4859,4859,Rh3Pb,,0.0,221.0
4860,4860,Rh7(PbO5)3,mp-555277.cif,0.0,193.0
4861,4861,RhS3,,1.5,
4865,4865,Sb2I2F11,,0.0,
4866,4866,Sb2Os,mp-2695.cif,0.2,58.0
4867,4867,Sb2PbSe4,,1.8,
4868,4868,Sb2Ru,mp-20928.cif,0.3,58.0
4870,4870,Sb2XeF14,mp-27290.cif,0.0,2.0
4871,4871,Sb3IO4,mp-1209215.cif,2.61,33.0
4872,4872,Sb4Pb4S11,,0.0,
4876,4876,Sb8I2O11,,2.72,5.0
4877,4877,SbAs,mp-1219457.cif,1.6,160.0
4879,4879,SbOsSe,mp-1101771.cif,0.4,14.0
4880,4880,SbPb2S2I3,,2.0,
4882,4882,SbPbIO2,,2.48,139.0
4883,4883,SbPd3,,0.0,
4887,4887,SbTeRh,,0.5,205.0
4890,4890,Sc(GaFe)6,,0.0,
4891,4891,Sc(TiN)9,,0.0,
4892,4892,Sc(VGa2)2,,0.0,
4895,4895,Sc2(PO4)3,,0.0,
4896,4896,Sc2Al3Ru,,0.0,
4897,4897,Sc2CuRu,,0.0,
4898,4898,Sc2Fe,,0.77,
4899,4899,Sc2FeB2Ir5,,0.0,
4901,4901,Sc2GaIr,,0.0,
4902,4902,Sc2MnC,,0.0,
4903,4903,Sc2TlTc,,0.0,
4904,4904,Sc3(MnGa3)2,mp-30652.cif,0.0,62.0
4905,4905,Sc3(ReSi2)2,mp-31027.cif,0.0,15.0
4906,4906,Sc3BPb,,0.0,
4907,4907,Sc3C4,mp-28733.cif,0.0,128.0
4908,4908,Sc3Fe2Si3,mp-4755.cif,0.0,63.0
4910,4910,Sc3PbC,mp-21035.cif,0.0,221.0
4911,4911,Sc4Ge6Rh7,,0.0,
4913,4913,Sc5NCl8,mp-31025.cif,0.0,12.0
4914,4914,Sc5Pb3,mp-510209.cif,0.0,193.0
4915,4915,Sc6FeSb2,mp-11201.cif,0.0,189.0
4916,4916,Sc6NiTe2,mp-10446.cif,0.0,189.0
4918,4918,Sc7CI12,mp-28321.cif,0.0,146.0
4919,4919,Sc8Te3,mp-541594.cif,0.0,12.0
4920,4920,ScAg,,0.0,
4921,4921,ScAg(PSe3)2,mp-13383.cif,1.55,163.0
4922,4922,ScAgO2,mp-973185.cif,3.8,166.0
4928,4928,ScCdAg2,,0.0,
4934,4934,ScCuO2,mp-4636.cif,3.3,166.0
4935,4935,ScGa2,mp-11412.cif,0.0,74.0
4936,4936,ScGe2,mp-10212.cif,0.0,63.0
4938,4938,ScIr,mp-1129.cif,0.0,221.0
4939,4939,ScPPt,mp-12480.cif,0.0,62.0
4943,4943,ScSbRh2,,0.0,
4944,4944,ScSbRu2,,0.0,
4947,4947,ScTa2NO5,,2.67,
4949,4949,ScTlS2,mp-13312.cif,1.51,194.0
4950,4950,ScTlSe2,mp-13313.cif,0.79,166.0
4951,4951,ScTlTe2,mp-13314.cif,0.85,166.0
4955,4955,ScZnPt2,,0.0,
4958,4958,Si15(TeP2)4,,1.24,
4959,4959,Si2Ni6B,mp-4720.cif,0.0,189.0
4960,4960,Si2NiP3,mp-28945.cif,0.0,44.0
4962,4962,Si2SbO6,,0.0,
4964,4964,SiBi3O7,,0.0,
4966,4966,SiHg3,,0.0,
4967,4967,SiSb,,1.9,
4968,4968,SiSb3,,0.0,
4969,4969,SiSn,,0.59,
4972,4972,Sm(BOs)2,,0.0,
4973,4973,Sm(CoSi)2,mp-15968.cif,0.0,139.0
4974,4974,Sm(CuO2)2,,0.0,15.0
4975,4975,Sm(CuS)3,,1.82,13.0
4976,4976,Sm(CuTe)3,,0.23,164.0
4977,4977,Sm(ErSe2)3,mp-13282.cif,2.0,11.0
4980,4980,Sm(NiSn)2,mp-571561.cif,0.0,139.0
4981,4981,Sm(SiAg)2,mp-567600.cif,0.0,139.0
4982,4982,Sm(SiNi)2,mp-3939.cif,0.0,139.0
4988,4988,Sm2CuAs3O,,0.0,
4989,4989,Sm2Fe17,mp-1426.cif,0.0,166.0
4992,4992,Sm2IrPd,,0.0,
4993,4993,Sm2Mn3(SbS3)4,mp-1192255.cif,1.5,12.0
4994,4994,Sm2Mo2O7,mp-1219287.cif,0.0,227.0
4995,4995,Sm2Pd2Pb,mp-672272.cif,0.0,127.0
4996,4996,Sm2RuAu,,0.0,
4998,4998,Sm2Te3,mp-1106376.cif,0.7,62.0
4999,4999,Sm2Tl,mp-319.cif,0.0,194.0
5002,5002,Sm3(Sb7Te12)2,,0.0,
5003,5003,Sm3Al,mp-11222.cif,0.0,221.0
5004,5004,Sm3AlN,,0.0,
5005,5005,Sm3B(SO)3,,2.5,
5006,5006,Sm3OsO7,mp-5447.cif,0.0,63.0
5009,5009,Sm3Zr,,0.0,
5010,5010,Sm4Al23Ni6,,0.0,
5011,5011,Sm4In21Pd10,,0.0,
5012,5012,Sm4MgRh,,0.0,
5014,5014,Sm5Br11,mp-680266.cif,0.0,11.0
5015,5015,Sm6Br13,mp-672351.cif,0.0,15.0
5016,5016,SmAg,mp-2475.cif,0.0,221.0
5018,5018,SmAs2Au,,0.0,
5019,5019,SmAu3,mp-30417.cif,0.0,59.0
5020,5020,SmB(SbO4)2,,3.54,
5021,5021,SmBPd3,,0.0,
5023,5023,SmCdHg2,,0.0,
5025,5025,SmCo3B2,mp-5410.cif,0.0,191.0
5026,5026,SmCoC2,mp-1079121.cif,0.0,9.0
5029,5029,SmCuSO,,2.9,129.0
5030,5030,SmCuSe2,mp-11793.cif,2.1,14.0
5031,5031,SmCuSeO,mp-9194.cif,2.6,129.0
5032,5032,SmCuSi,mp-8121.cif,0.0,194.0
5033,5033,SmErMg2,,0.0,
5034,5034,SmHg3,,0.0,
5036,5036,SmHoHg2,,0.0,
5038,5038,SmIn2Rh,,0.0,
5039,5039,SmInAu,mp-621351.cif,0.0,189.0
5040,5040,SmLuTl2,,0.0,
5041,5041,SmMg3,mp-30779.cif,0.0,225.0
5042,5042,SmMgHg2,,0.0,
5046,5046,SmPbAu,mp-1019110.cif,0.0,194.0
5047,5047,SmSb2,mp-29647.cif,0.0,64.0
5048,5048,SmSi3Pt5,,0.0,
5049,5049,SmSnPd,mp-571581.cif,0.0,62.0
5050,5050,SmSnRh2,,0.0,
5051,5051,SmSnTe2,,0.52,
5052,5052,SmTh3,,0.0,
5053,5053,SmTmZn2,,0.0,
5054,5054,Sn(PO3)3,,0.0,
5057,5057,Sn3Ir2Se3,mp-1194504.cif,0.43,148.0
5058,5058,Sn3P3O13,,0.0,
5059,5059,Sn3Pd,mp-1371.cif,0.0,64.0
5060,5060,Sn5(BIr3)2,mp-28998.cif,0.0,189.0
5061,5061,Sn5(BRh3)2,mp-30060.cif,0.0,189.0
5063,5063,SnB,,0.0,
